freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FOR,PROF,N_GE1,NR,SE	: 	: 	793971 	576579 	635564 	3563246 	3441753 	3436674 	744268 	1309855 	2381660 	: 
A,FOR,PROF,N_GE1,NR,SI	394995 	317985 	392699 	437893 	416713 	445000 	491099 	455258 	88768 	209473 	315593 	428113 
A,FOR,PROF,N_GE1,NR,SK	302384 u	234891 bu	: u	529805 u	: u	728631 u	816320 	816525 	: u	171681 u	297534 	431384 
A,FOR,PROF,N_GE1,NR,UK	6086229 	5850523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N_GE4,NR,AL	: 	: 	: 	: 	: 	87535 	: 	67844 	: u	: 	: 	: 
A,FOR,PROF,N_GE4,NR,AT	618513 	612462 	798871 	629758 	662387 	490325 	462183 	588329 	262804 	344922 	621498 	682378 
A,FOR,PROF,N_GE4,NR,BE	1045941 	428184 	372547 	359320 	480972 	380756 b	501520 	462879 	149898 	221919 	432015 	419797 
A,FOR,PROF,N_GE4,NR,BG	32324 bu	32641 u	: u	29773 u	: u	34269 u	44168 u	48229 u	: u	: u	: u	: u
A,FOR,PROF,N_GE4,NR,CH	371371 u	333361 u	285526 	383596 	321671 	344337 	283854 	424367 	: u	: u	139265 u	: 
A,FOR,PROF,N_GE4,NR,CY	109387 b	106492 	117507 	100142 	120120 	131932 	125282 	138396 	44307 u	56136 u	80620 	128736 
A,FOR,PROF,N_GE4,NR,CZ	197391 	134076 u	150798 u	181478 u	107686 u	226793 u	213556 	209020 u	: u	: u	109224 u	107312 u
A,FOR,PROF,N_GE4,NR,DE	5611927 	5283657 	4798143 	3487790 	5054500 	5496528 	5219390 	4636046 	1488605 	2053583 	3406557 	3971699 
A,FOR,PROF,N_GE4,NR,DK	571197 	431047 b	414609 	572179 	395740 	431534 	393950 	706132 	: u	136312 u	403006 	445230 
A,FOR,PROF,N_GE4,NR,EA20	13062307 	11507244 	11448257 	9493007 	11656994 	12020518 	12771797 	12617286 	3999295 	4812286 	9393265 	10500334 
A,FOR,PROF,N_GE4,NR,EE	75937 	110102 	158355 	161624 	151214 	121705 	146954 	151221 	88415 	65502 	79421 	117878 
A,FOR,PROF,N_GE4,NR,EL	33242 	78908 	50398 	50589 	61231 	61705 	46283 	107653 	24088 u	: u	61639 	56262 
A,FOR,PROF,N_GE4,NR,ES	979703 	924229 	888172 	637494 b	710741 	652671 	825180 	755708 	225321 	272433 	585929 	854888 
A,FOR,PROF,N_GE4,NR,EU27_2020	15318683 e	13429014 e	12914853 	11097062 	13122501 	14687486 	15499686 	15431278 	4857795 	6315823 	11879224 	13110515 e
A,FOR,PROF,N_GE4,NR,FI	629545 b	496471 	482008 	574231 	631946 	538846 	682160 	1108346 	231110 	133982 u	629429 	468850 
A,FOR,PROF,N_GE4,NR,FR	1250184 	1333154 	1274800 	996626 	1093608 	1351213 	1285810 	1373182 	511737 	475882 	1183026 	961427 
A,FOR,PROF,N_GE4,NR,HR	204718 	268248 	287131 	173845 	117204 	178494 	231883 	154021 	27143 u	53474 u	105140 	129972 
A,FOR,PROF,N_GE4,NR,HU	146208 	120488 	134467 	152615 	167859 	150541 	104329 	169869 	98426 	153855 	293026 	318786 
A,FOR,PROF,N_GE4,NR,IE	181400 	194183 	254090 	225974 	351430 	265931 	267287 	339220 	106193 	: u	157313 u	299573 
A,FOR,PROF,N_GE4,NR,IT	1126687 	403074 u	792909 b	763612 u	912959 u	795828 u	1112672 	997232 	: u	353615 u	477353 u	589436 u
A,FOR,PROF,N_GE4,NR,LT	164754 	174446 	181509 	192546 	209366 	232550 	250279 	254617 	95255 	119701 	287295 	317014 
A,FOR,PROF,N_GE4,NR,LU	74616 	73086 	79409 	62118 	42394 	124144 	107174 	141669 	81289 	71278 	119133 	164055 
A,FOR,PROF,N_GE4,NR,LV	132636 	126415 	58569 u	51679 u	71972 u	68536 u	74584 u	97232 u	: u	49713 u	51653 u	102864 
A,FOR,PROF,N_GE4,NR,ME	: 	: 	: 	: 	71715 u	61356 u	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,FOR,PROF,N_GE4,NR,MT	30104 	34407 	37517 b	40102 	20472 	44041 	49287 	46499 	25992 	27182 	32332 	51564 
A,FOR,PROF,N_GE4,NR,NL	355525 b	405201 	423613 	449170 	483427 	676523 	658100 	660756 	309489 	227811 	622825 	708493 
A,FOR,PROF,N_GE4,NR,NO	: 	446931 	548315 	492413 	410181 	407222 	439461 	: 	: 	205921 u	541074 	339163 
A,FOR,PROF,N_GE4,NR,PL	1004494 	900706 	452940 b	484563 	502871 	614080 	632434 	661114 	443460 	532255 	747974 	766053 
A,FOR,PROF,N_GE4,NR,PT	172132 	207954 	172910 	211301 	186812 	183203 	279208 	283851 	70443 	89141 	189541 	227242 
A,FOR,PROF,N_GE4,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PROF,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,PROF,N_GE4,NR,SE	: 	: 	292847 u	179009 u	267800 u	1203383 	1338150 	1010907 	226143 u	570050 u	894848 u	: 
A,FOR,PROF,N_GE4,NR,SI	127077 	98249 	96243 	120577 	151630 	117838 	146145 	122223 	: u	91039 	148642 	132031 
A,FOR,PROF,N_GE4,NR,SK	: u	: u	: u	: u	: u	: u	300416 u	: u	: u	: u	121901 u	116174 u
A,FOR,PROF,N_GE4,NR,UK	2901743 	2726510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	287335 	: 	300130 	129009 	: 	: 	: 
A,FOR,TOTAL,N1-3,NR,AT	4173651 	4224515 	4277815 	4121082 	4470195 	4469394 	4205821 	4651402 	1777921 	2702229 	5550739 	6305342 
A,FOR,TOTAL,N1-3,NR,BE	3013077 	3236113 	3425321 	3645277 	4568288 	4257077 b	4410266 	4698608 	1766424 	1961667 	4068271 	4722593 
A,FOR,TOTAL,N1-3,NR,BG	154503 b	198464 	208535 	148879 	186016 	205801 	302857 	386157 	70252 u	67543 u	239444 	346928 
A,FOR,TOTAL,N1-3,NR,CH	4285542 	4434030 	4350816 	4826682 	4505120 	5328484 	5304511 	4368042 	1709519 	1433903 	3059035 	: 
A,FOR,TOTAL,N1-3,NR,CY	276064 b	257770 	230191 	249773 	303111 	377817 	376264 	466710 	128790 	102373 	345092 	453856 
A,FOR,TOTAL,N1-3,NR,CZ	1411653 	1454385 	1435319 	1467709 	1642828 	1620065 	2138132 	2034932 	710121 	581551 	1462956 	2063308 
A,FOR,TOTAL,N1-3,NR,DE	21304367 	20667471 	18682118 	21023519 	22288510 	21243278 	25238636 	22560640 	9525034 	10653425 	18284186 	20846127 
A,FOR,TOTAL,N1-3,NR,DK	2707414 	3079703 b	3322391 	3768965 	3280716 	2604390 	2073771 	3602733 	886235 	966057 	1641423 	1951564 
A,FOR,TOTAL,N1-3,NR,EA20	60909397 	58476717 	59178018 	61220727 	63539304 	69183510 	75214443 	73354160 	27060128 	30432685 	60992763 	73970326 
A,FOR,TOTAL,N1-3,NR,EE	620250 	557575 	722514 	545402 	665169 	616895 	1001429 	770973 	220514 	198898 	460528 	630222 
A,FOR,TOTAL,N1-3,NR,EL	116592 	111909 	128228 	149406 	118636 	158644 	192366 	202820 	76499 	80641 	161435 	176801 
A,FOR,TOTAL,N1-3,NR,ES	3832415 	3379477 	3640827 	4190152 b	4304969 	5035104 	5589686 	6287533 	1710433 	2067605 	4339592 	5083281 
A,FOR,TOTAL,N1-3,NR,EU27_2020	73799508 e	71232297 e	71952319 	75021886 	77497312 	86516002 	92236415 	92330891 	33063059 	36773736 	73590247 	88435687 e
A,FOR,TOTAL,N1-3,NR,FI	4858415 b	4664847 	4607357 	4624247 	4799230 	4978044 	4510491 	3155188 	827392 	776872 	1702065 	3168538 
A,FOR,TOTAL,N1-3,NR,FR	6586774 	6765068 	7248876 	6674893 	6194526 	8906044 	9092862 	8847603 	4505583 	4127700 	8903974 	11091431 
A,FOR,TOTAL,N1-3,NR,HR	1356999 	1320624 	1476903 	1257843 	926671 	998339 	1077393 	1270529 	246700 	299785 	700150 	1131210 
A,FOR,TOTAL,N1-3,NR,HU	1755085 	2001235 	2324696 	2681177 	3235004 	3375494 	3629187 	3830476 	1417985 	1317057 	2249608 	2368563 
A,FOR,TOTAL,N1-3,NR,IE	1827325 	1930255 	1955563 	2112066 	2109155 	2511533 	2791616 	2771335 	888471 	742592 	2737552 	3589450 
A,FOR,TOTAL,N1-3,NR,IT	4419439 	3227270 	3523737 b	3343705 	3193079 	3680502 	4541708 	4068271 	917136 	843279 	1972000 	2254543 
A,FOR,TOTAL,N1-3,NR,LT	592633 	612369 	613564 	638167 	671226 	664294 	723307 	771998 	237236 	258006 	482243 	567226 
A,FOR,TOTAL,N1-3,NR,LU	670656 	691120 	823611 	740857 	606068 	984049 	1129232 	1184115 	572637 	662545 	1040782 	1256870 
A,FOR,TOTAL,N1-3,NR,LV	650784 	544238 	531065 	569066 	619941 	583371 	634203 	641192 	229162 	179680 	577730 	711276 
A,FOR,TOTAL,N1-3,NR,ME	: 	: 	: 	: 	286493 	218157 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	103834 	25172 	74261 	: 	: 
A,FOR,TOTAL,N1-3,NR,MT	75570 	88172 	92149 b	103205 	106747 	168918 	188726 	210738 	82282 	91636 	160552 	232216 
A,FOR,TOTAL,N1-3,NR,NL	4272583 b	4136485 	4218869 	4430652 	4450807 	5638726 	5432078 	6107689 	2062964 	2997746 	6241803 	7006778 
A,FOR,TOTAL,N1-3,NR,NO	: 	2954989 	3449735 	3257005 	3018840 	2783090 	3296035 	: 	: 	658385 	2619631 	2552933 
A,FOR,TOTAL,N1-3,NR,PL	3158427 	2360306 	1912309 b	2092423 	2217033 	2398077 	2527647 	2679396 	1248554 	1358032 	2269147 	2673185 
A,FOR,TOTAL,N1-3,NR,PT	511995 	326013 	511537 	563465 	603028 	643160 	706550 	928995 	276280 	250169 	719428 	988449 
A,FOR,TOTAL,N1-3,NR,RO	85809 	116584 	74778 	118083 	146155 	137708 	188562 	211859 	49858 u	65077 	161288 	208971 
A,FOR,TOTAL,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	348397 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N1-3,NR,SE	: 	: 	3496273 	3523923 	3250255 	6990957 	6161817 	6231178 	1619925 	1985734 	4573618 	: 
A,FOR,TOTAL,N1-3,NR,SI	1154404 	1328570 	1404249 	1414928 	1332938 	1604297 	1538848 	1651562 	467726 	875963 	1254923 	2002514 
A,FOR,TOTAL,N1-3,NR,SK	595405 	406858 b	1063525 	823023 	1207009 	1664023 	1832960 	2106259 	540946 	559873 	1289720 	1751601 
A,FOR,TOTAL,N1-3,NR,UK	10249493 	10442451 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N15-28,NR,AL	: 	: 	: 	: 	: 	106525 	: 	117464 	14309 u	: 	: 	: 
A,FOR,TOTAL,N15-28,NR,AT	482287 	543693 	562818 	495265 	511581 	537795 	468969 	589727 	203120 	368878 	727924 	870137 
A,FOR,TOTAL,N15-28,NR,BE	975367 	975970 	998015 	1041363 	1060463 	893102 b	1143952 	1219713 	688377 	865316 	1290613 	1449900 
A,FOR,TOTAL,N15-28,NR,BG	: u	33725 u	27022 u	: u	: u	29325 u	: u	: u	: u	: u	: u	30994 u
A,FOR,TOTAL,N15-28,NR,CH	1162418 	1323403 	1066051 	1325594 	1287518 	1394409 	1703807 	1412667 	677921 	745406 	1228796 	: 
A,FOR,TOTAL,N15-28,NR,CY	113139 b	121760 	147248 	102140 	106781 	108443 	89669 u	98927 	45403 u	38268 u	93136 u	77042 
A,FOR,TOTAL,N15-28,NR,CZ	195645 	174754 	165631 u	172636 	156945 u	199599 u	215469 	220081 	: u	: u	224766 	: u
A,FOR,TOTAL,N15-28,NR,DE	5644513 	7957851 	7462862 	6313308 	7900269 	7110998 	9378406 	9877255 	2903452 	5160177 	8743066 	8971739 
A,FOR,TOTAL,N15-28,NR,DK	505302 	436609 b	582090 	408314 	459419 	474884 	431599 	764190 	213678 u	213332 	368732 	480644 
A,FOR,TOTAL,N15-28,NR,EA20	16777181 	18853095 	18900345 	16936795 	18631052 	18425385 	22028958 	22542585 	7502552 	11787529 	20041624 	21410906 
A,FOR,TOTAL,N15-28,NR,EE	52852 u	53612 	46403 	54139 	58372 	52696 	90959 	70273 	41406 u	39401 u	42945 u	67217 
A,FOR,TOTAL,N15-28,NR,EL	72846 	84832 	80925 	84166 	93593 	82164 	88348 	114751 	33580 	45989 	99550 	108310 
A,FOR,TOTAL,N15-28,NR,ES	1046968 	934111 	1008991 	1127701 b	1125348 	1208458 	1353762 	1287991 	371622 	559782 	1141407 	1298418 
A,FOR,TOTAL,N15-28,NR,EU27_2020	18847153 e	20838238 e	21205767 	18846074 	20651583 	21572972 	24931407 	25768042 	8637165 	13012749 	22934546 	24415912 e
A,FOR,TOTAL,N15-28,NR,FI	345122 b	350862 	307177 	312065 	323745 	357467 	357319 	608550 	245627 	136245 u	545891 	393501 
A,FOR,TOTAL,N15-28,NR,FR	3011429 	3024999 	3062052 	2662396 	2701995 	3050048 	3055895 	2822684 	982203 	1284193 	2066074 	2849613 
A,FOR,TOTAL,N15-28,NR,HR	117037 	128135 u	96098 	102266 	47120 u	90695 	96908 	63101 	38288 u	36707 u	34900 u	43749 
A,FOR,TOTAL,N15-28,NR,HU	74495 	103552 	118308 	95367 	104775 	98217 	58645 	147634 	42608 	27718 	27280 	40850 
A,FOR,TOTAL,N15-28,NR,IE	430987 	370224 	592752 	510085 	459015 	350939 	487608 	495668 	138173 	176230 	332466 	415755 
A,FOR,TOTAL,N15-28,NR,IT	1047629 	858600 	1153123 b	884432 	766809 u	848327 u	1620454 	1560330 	429458 u	575610 u	995235 	812032 
A,FOR,TOTAL,N15-28,NR,LT	84151 	84344 	72648 	87299 	99268 	98806 	102555 	77660 	34869 	23360 	96677 	110753 
A,FOR,TOTAL,N15-28,NR,LU	98214 	113037 	115896 	99071 	109665 	200191 	166191 	151099 	136775 	166491 	226655 	273872 
A,FOR,TOTAL,N15-28,NR,LV	69559 u	85205 u	67700 u	33011 u	65332 u	48594 u	35903 u	: u	: u	36163 u	47054 u	74005 
A,FOR,TOTAL,N15-28,NR,ME	: 	: 	: 	: 	40450 u	28285 u	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N15-28,NR,MK	: 	: 	: 	: 	: 	: 	: 	16181 u	: u	: u	: 	: 
A,FOR,TOTAL,N15-28,NR,MT	15977 	18365 	17915 b	15965 u	12463 	22821 	20768 	23345 	9796 u	10748 u	14639 	19456 
A,FOR,TOTAL,N15-28,NR,NL	2871161 b	2875262 	2838126 	2732099 	2953700 	3077976 	3126864 	3117828 	1046534 	2060290 	3300720 	3252642 
A,FOR,TOTAL,N15-28,NR,NO	: 	434981 	592727 	576198 	549017 	570704 	590677 	: 	: 	218338 	513676 	549991 
A,FOR,TOTAL,N15-28,NR,PL	513276 	496031 	662575 b	633206 	638740 	672926 	578193 	645748 	326605 	359467 	833084 	883150 
A,FOR,TOTAL,N15-28,NR,PT	112947 	158617 	105803 	120637 	76590 	128103 	163205 	151591 	36964 	73563 	99580 	125143 
A,FOR,TOTAL,N15-28,NR,RO	109186 	103175 	121241 	76243 	43162 	60892 	48765 u	67672 	: u	37291 u	59426 	41551 u
A,FOR,TOTAL,N15-28,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,TOTAL,N15-28,NR,SE	: 	: 	628555 	508172 	594099 	1611744 	1544316 	1351551 	463870 	530213 	1376447 	: 
A,FOR,TOTAL,N15-28,NR,SI	92600 	73593 	90822 	83930 	98483 	76775 	93892 	92470 	58198 u	90355 	111676 	129588 
A,FOR,TOTAL,N15-28,NR,SK	92395 u	: u	: u	: u	: u	: u	87331 u	87307 u	: u	: u	: u	68033 u
A,FOR,TOTAL,N15-28,NR,UK	5729536 	6050336 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N29-91,NR,AL	: 	: 	: 	: 	: 	172082 	: 	167613 	32480 	: 	: 	: 
A,FOR,TOTAL,N29-91,NR,AT	124301 u	120260 	154785 	196937 	163348 	171243 	137061 	165379 	68471 u	128038 u	176068 	281261 
A,FOR,TOTAL,N29-91,NR,BE	237311 	290848 	224869 	337707 	278567 	293506 b	344288 	307542 	161215 	402692 	360979 	420517 
A,FOR,TOTAL,N29-91,NR,BG	: u	25252 u	: u	: u	: u	: u	29538 u	22792 u	: u	: u	: u	: u
A,FOR,TOTAL,N29-91,NR,CH	348263 u	297647 u	243673 	275438 	293260 	403146 	264811 u	348679 	205357 u	: u	371065 u	: 
A,FOR,TOTAL,N29-91,NR,CY	72114 b	88175 	75881 	60599 	77637 	81154 u	72679 u	64005 u	32643 u	: u	: u	51651 
A,FOR,TOTAL,N29-91,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,TOTAL,N29-91,NR,DE	1512812 	1955945 	2034198 	1751217 	1597005 	1840315 	1990769 	1815372 	1299829 u	1166805 u	1583924 	2202019 
A,FOR,TOTAL,N29-91,NR,DK	153471 u	100631 bu	104590 u	147928 u	148224 u	150305 u	152006 u	170145 u	: u	: u	119798 u	169904 u
A,FOR,TOTAL,N29-91,NR,EA20	4740140 	5436811 	5402392 	5436218 	4782263 	4926620 	5213366 	4935225 	2605298 	3385489 	5072435 	6017034 
A,FOR,TOTAL,N29-91,NR,EE	: u	23750 u	28570 u	27953 u	: u	23227 u	26717 u	: u	25909 u	21698 u	: u	: u
A,FOR,TOTAL,N29-91,NR,EL	30929 u	56394 	56193 	40638 	35509 	31949 	32757 	38434 	17967 u	26473 u	41719 	43628 
A,FOR,TOTAL,N29-91,NR,ES	687296 	634955 	649684 	600658 b	745939 	594336 	586177 	470412 	283838 	437216 	729114 	713068 
A,FOR,TOTAL,N29-91,NR,EU27_2020	5756392 e	6457375 e	6457848 	6358127 	5869712 	6460580 	6548080 	6287130 	3362052 	4167925 	6328667 	7257565 e
A,FOR,TOTAL,N29-91,NR,FI	82711 bu	114828 u	111542 u	139782 u	161939 u	139424 u	131030 u	167170 	83611 u	113445 u	189030 	264970 
A,FOR,TOTAL,N29-91,NR,FR	640562 	699504 	717601 	563562 	595765 	562161 	556918 	576995 	149770 u	213003 u	283297 	385666 
A,FOR,TOTAL,N29-91,NR,HR	81963 u	125933 u	123001 	69087 u	36757 u	48627 	44328 	43637 u	: u	48157 u	27967 u	50071 u
A,FOR,TOTAL,N29-91,NR,HU	36367 	51473 	61223 	66602 	65247 	44513 	39890 	66144 	17958 	22514 	46525 	56706 
A,FOR,TOTAL,N29-91,NR,IE	153806 	128296 	139429 	116873 	120303 	90276 	85898 	112933 	27402 	: u	151726 u	: u
A,FOR,TOTAL,N29-91,NR,IT	287267 u	310538 u	: u	: u	: u	: u	: u	: u	: u	: u	219953 u	: u
A,FOR,TOTAL,N29-91,NR,LT	44871 	68308 	35229 	36509 	40943 	33150 	26156 	35620 	12378 	7354 	5656 u	21504 
A,FOR,TOTAL,N29-91,NR,LU	39953 	25992 	26208 	23450 	21813 	48222 	42232 	43384 	40593 	56722 	69054 	54033 
A,FOR,TOTAL,N29-91,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	39837 u
A,FOR,TOTAL,N29-91,NR,ME	: 	: 	: 	: 	29378 u	14538 u	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N29-91,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,FOR,TOTAL,N29-91,NR,MT	10493 	11951 	9086 bu	6702 u	8673 u	5723 u	7711 u	6042 u	: u	8446 u	9617 u	9605 u
A,FOR,TOTAL,N29-91,NR,NL	567954 b	576072 	538091 	615566 	567975 	727246 	685748 	750449 	220235 	463689 	1029383 	1189643 
A,FOR,TOTAL,N29-91,NR,NO	: 	147823 	300271 	135061 u	192429 	227251 	192547 	: 	: 	227023 	206937 	196737 u
A,FOR,TOTAL,N29-91,NR,PL	428892 	458646 	492189 b	417976 	478872 	676912 	602348 	675193 	413698 	345676 	684589 	518748 
A,FOR,TOTAL,N29-91,NR,PT	47461 	99189 	76395 	63040 	51777 	67525 	53109 	77403 	41641 	49439 	83182 	74455 
A,FOR,TOTAL,N29-91,NR,RO	47325 	42843 	46449 u	33305 u	34308 u	32069 u	: u	26503 u	: u	: u	: u	: 
A,FOR,TOTAL,N29-91,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,TOTAL,N29-91,NR,SE	: 	: 	297391 	213624 	311291 	567694 	463985 	361836 	186470 u	255898 u	374792 u	: 
A,FOR,TOTAL,N29-91,NR,SI	17662 u	27243 u	24435 u	33559 u	25339 u	: u	33360 u	: u	: u	20193 u	30412 u	30476 u
A,FOR,TOTAL,N29-91,NR,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,TOTAL,N29-91,NR,UK	2419004 	2264339 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N4-7,NR,AL	: 	: 	: 	: 	: 	266895 	: 	323802 	77531 	: 	: 	: 
A,FOR,TOTAL,N4-7,NR,AT	4476409 	4072944 	4227901 	4038717 	4546484 	4395033 	4461978 	4630478 	1264279 	2910488 	5159676 	6081892 
A,FOR,TOTAL,N4-7,NR,BE	3167972 	3775846 	3529506 	3469707 	4141062 	4172873 b	4387983 	4903558 	1906218 	2265409 	4771744 	4735839 
A,FOR,TOTAL,N4-7,NR,BG	196440 b	238941 	267556 	253654 	287293 	378010 	467708 	532413 	82866 	75391 u	524811 	579210 
A,FOR,TOTAL,N4-7,NR,CH	3982782 	3909982 	4204955 	4290729 	4713304 	4952972 	4806807 	4352928 	1878887 	2193217 	3758301 	: 
A,FOR,TOTAL,N4-7,NR,CY	492719 b	445408 	507579 	501990 	571270 	657929 	678049 	706273 	198423 	212817 	615989 	833205 
A,FOR,TOTAL,N4-7,NR,CZ	2627302 	2385808 	2599077 	2913601 	2673898 	3162047 	3295463 	3571875 	1113803 	1635251 	3706947 	4200621 
A,FOR,TOTAL,N4-7,NR,DE	30463286 	33825065 	29433801 	31146674 	33876901 	35148286 	42548973 	38596087 	13311654 	17486291 	34019787 	42035881 
A,FOR,TOTAL,N4-7,NR,DK	3060700 	3217900 b	3156972 	3250827 	2970546 	3211874 	3262794 	4319448 	1441697 	1336484 	2814508 	2910333 
A,FOR,TOTAL,N4-7,NR,EA20	73018374 	74453565 	70422959 	70960312 	76764611 	82485000 	93844592 	93580126 	28856844 	38697600 	83225347 	98175049 
A,FOR,TOTAL,N4-7,NR,EE	282486 	356315 	410432 	383800 	393258 	358231 	582980 	570571 	175133 	215624 	403937 	548911 
A,FOR,TOTAL,N4-7,NR,EL	258697 	239879 	318201 	306145 	293093 	305231 	386404 	481108 	117754 	154419 	454707 	493846 
A,FOR,TOTAL,N4-7,NR,ES	3728925 	3365882 	3359052 	4476361 b	4745024 	5079454 	6090051 	6293252 	1309264 	1919449 	4836426 	5986402 
A,FOR,TOTAL,N4-7,NR,EU27_2020	87227187 e	89548205 e	85810348 	87647521 	93435351 	105232051 	117441092 	118652987 	36330588 	48552861 	104563032 	122427096 e
A,FOR,TOTAL,N4-7,NR,FI	2793076 b	2523002 	2648345 	2749796 	2832256 	2845842 	3266100 	3570631 	714360 	501513 	2223835 	2510923 
A,FOR,TOTAL,N4-7,NR,FR	8760194 	8870464 	9992328 	8283197 	8565719 	9765914 	10568031 	10520717 	3432594 	4344922 	9982605 	11243526 
A,FOR,TOTAL,N4-7,NR,HR	768415 	1010396 	833753 	908064 	453689 	595392 	617707 	697581 	127746 	176410 	472478 	653080 
A,FOR,TOTAL,N4-7,NR,HU	1449004 	1318775 	1478024 	1836671 	1941813 	2202606 	2641066 	2772055 	816126 	1039697 	2466938 	2933796 
A,FOR,TOTAL,N4-7,NR,IE	1982519 	2044229 	1792232 	1734560 	2404002 	2684252 	2298593 	3046076 	743058 	756832 	2802980 	3332535 
A,FOR,TOTAL,N4-7,NR,IT	6324425 	4815352 	4163815 b	3459859 	3833169 	4741993 	5053668 	5914111 	1142531 	1518889 	3936811 	4181921 
A,FOR,TOTAL,N4-7,NR,LT	604953 	628653 	688254 	755140 	817576 	927776 	1059738 	1096587 	297992 	354332 	942735 	1008213 
A,FOR,TOTAL,N4-7,NR,LU	502388 	537599 	575919 	551207 	559808 	724807 	758184 	777010 	445957 	571184 	947225 	997528 
A,FOR,TOTAL,N4-7,NR,LV	401968 	393284 	476752 	414748 	339870 	442030 	477446 	542841 	89309 u	182974 	481842 	632980 
A,FOR,TOTAL,N4-7,NR,ME	: 	: 	: 	: 	216995 	208287 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N4-7,NR,MK	: 	: 	: 	: 	: 	: 	: 	189880 	41530 	120032 	: 	: 
A,FOR,TOTAL,N4-7,NR,MT	150720 	167557 	197872 b	218654 	216259 	296780 	341590 	366426 	97979 	139445 	327379 	442146 
A,FOR,TOTAL,N4-7,NR,NL	5404788 b	5218932 	5321368 	5090869 	5568471 	6335602 	6548825 	6849779 	2548608 	3250727 	7231217 	8084957 
A,FOR,TOTAL,N4-7,NR,NO	: 	2664176 	3176048 	3061877 	2802732 	2981044 	2649046 	: 	: 	613616 	3040381 	2705778 
A,FOR,TOTAL,N4-7,NR,PL	3109994 	4084168 	4013084 b	4770742 	4908230 	5131659 	5859368 	6114957 	2729756 	3180374 	5239860 	6501025 
A,FOR,TOTAL,N4-7,NR,PT	456128 	444042 	531065 	585449 	569243 	726171 	806436 	1007519 	222764 	320776 	946036 	1192309 
A,FOR,TOTAL,N4-7,NR,RO	355708 	507550 	577016 	612136 	570652 	585534 	768100 	937471 	262525 	654403 	998240 	1199627 
A,FOR,TOTAL,N4-7,NR,RS	: 	: 	: 	: 	: 	: 	283313 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N4-7,NR,SE	: 	: 	3295659 	3049578 	3318307 	8075320 	7302000 	6824642 	1026972 	1933660 	5586382 	: 
A,FOR,TOTAL,N4-7,NR,SI	839423 	800294 	749260 	862804 	935075 	870030 	1043887 	949192 	373906 	738698 	1240342 	1468990 
A,FOR,TOTAL,N4-7,NR,SK	1158883 	918421 b	665524 	1022571 	1102382 	1411373 	1867970 	2060329 	337315 	676402 	1427596 	1709965 
A,FOR,TOTAL,N4-7,NR,UK	19374837 	19660036 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N8-14,NR,AL	: 	: 	: 	: 	: 	127853 	: 	124569 	38459 	: 	: 	: 
A,FOR,TOTAL,N8-14,NR,AT	1703698 	1710001 	1768554 	1773963 	1842629 	1915416 	1765141 	1863197 	646839 	1406446 	2400278 	2536002 
A,FOR,TOTAL,N8-14,NR,BE	2173875 	2390493 	2592953 	2205203 	3049732 	2519736 b	2785142 	3046285 	1292720 	1723067 	2993193 	3187708 
A,FOR,TOTAL,N8-14,NR,BG	74791 b	56069 u	80873 	95563 	91105 	131789 	114763 	158975 	: u	: u	92214 	124058 
A,FOR,TOTAL,N8-14,NR,CH	2310229 	2434936 	2606415 	2848379 	2998905 	3194927 	3191116 	2913522 	1606157 	1725004 	2847068 	: 
