freq,purpose,duration,c_dest,expend,statinfo,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	86697491 	72640029 	226343041 	281549130 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	12858002 	15914794 	29230176 	32034596 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	60769028 	73815676 	162521500 	204060094 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	11369185 	17845139 	47176382 	70251333 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	1000249 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	9493012 	13865162 	23613451 	38558818 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	203769811 	297474248 	695416572 	745695709 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	246825560 	540718029 	430975921 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	67860237 	102494777 	200409964 	209482800 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	18170999 	18307663 	74768271 	102088571 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	2586022 u	6096482 u	13623928 	18943901 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	133381410 	211670093 	554761899 	: 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	16018395 	43472989 	76888775 	121998427 
A,TOTAL,N1-3,EU27_2020_FOR,ACCOM,TOTAL,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	32304271 	33452009 	104219904 	149537471 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	32.65 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	12.27 	4.86 	9.15 	10.18 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2.41 	3.00 	4.09 	5.39 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	0 u	0 u	0 	3.03 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	0.67 	2.70 	2.93 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0.19 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0.28 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	2.71 	0.26 	1.06 	1.83 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	5.04 	13.07 	9.54 	8.59 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	3.28 	2.70 	2.14 	2.77 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.14 	0.51 	4.75 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	0.49 	10.38 	0.26 	1.61 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	3.22 	2.94 	2.41 	2.77 e
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	11.02 	8.27 	4.80 	3.48 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	0.51 	2.36 	0.11 	1.88 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0.08 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	4.21 	5.95 	5.02 	2.60 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	2.86 	1.22 	6.60 	2.01 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	5.35 	5.45 	8.30 	6.50 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	23.29 	16.92 	2.93 	2.13 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0.74 	0 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	0 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	11.79 	76.12 	14.82 	21.45 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	0.48 	0.59 	0.23 	0.03 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	176.45 	121.65 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	5.12 	2.39 	3.16 	0.75 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	0.09 	0.02 	0.15 	1.34 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	0 u	0 u	0.41 	0.15 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.46 	2.88 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	1.21 	4.00 	2.82 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_NGT,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.66 	1.45 	0.50 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	48.40 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	24.57 	10.28 	20.28 	22.84 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	4.89 	6.06 	8.38 	11.03 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	0 u	0 u	0 	7.15 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	1.36 	5.55 	6.27 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0.50 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0.62 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	6.03 	0.57 	2.51 	4.23 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	11.24 	29.17 	21.13 	18.90 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	6.92 	5.69 	4.80 	6.04 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.27 	1.08 	9.97 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1.07 	23.56 	0.61 	3.67 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	6.75 	6.22 	5.39 	6.05 e
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	27.63 	14.31 	12.00 	6.81 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	0.97 	4.57 	0.22 	3.73 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0.16 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	8.06 	12.20 	10.96 	5.96 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	6.99 	2.97 	17.33 	5.06 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	11.19 	11.96 	17.17 	13.53 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	45.53 	33.60 	5.91 	4.27 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	1.40 	0 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	0 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	28.79 	190.80 	37.28 	54.35 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1.00 	1.24 	0.51 	0.06 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	392.47 	265.21 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	11.10 	5.31 	7.74 	1.77 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	0.17 	0.03 	0.35 	2.99 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	0 u	0 u	1.15 	0.39 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.97 	5.85 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	2.53 	8.55 	5.80 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,AVG_TRP,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	0 	1.42 	3.17 	1.08 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	1546835 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	39881441 	25336799 	101455057 	129457823 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	7825936 	11431562 	31571436 	47907174 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	0 u	0 u	0 	1514014 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	2194086 	7521305 	18394810 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	178759 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1232080 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	47157735 	5433959 	38773525 	73574016 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	8497183 	26362877 	28831626 	30842964 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	151953325 	149137047 	242895391 	364294462 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	0 	48437 	440758 	5680816 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1279954 	36325022 	1975337 	13857996 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	182323030 	196144402 	331539527 	440742593 e
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	20091001 	9924030 	18999305 	19515510 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3364745 	15226308 	1653499 	32972710 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	115292 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	9745341 	12401685 	20615950 	11759958 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	2002001 	459150 	14401301 	5770907 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	2091444 	2693659 	6169332 	6012366 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	24709887 	21121744 	5643204 	4915024 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	718558 	0 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	0 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	1765637 	15017397 	5219345 	10443214 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1745856 	3499386 	2829758 	346618 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	906551253 	597290392 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	12127182 	6804692 	16123873 	4303697 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	37688 	7376 	221149 	2639835 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	0 u	0 u	154801 	81119 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	1438101 	22917886 	: 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	1845898 	8825050 	9093388 
A,TOTAL,N1-3,EU27_2020_FOR,DUR,TOTAL,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	0 	766321 	3998778 	1813013 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	11.77 	22.56 	23.02 	36.47 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	10.28 	12.05 	14.79 	19.51 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	7.89 u	24.23 u	44.89 	23.92 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3.61 	6.75 	7.04 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	4.71 	5.76 	12.42 	17.65 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	11.48 	5.29 	10.85 	7.88 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	13.09 	12.08 	25.80 	19.00 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	11.47 	14.90 	16.49 	14.57 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	12.55 	11.63 	18.64 	20.24 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	26.19 	33.05 	34.83 	24.44 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	64.13 	60.27 	26.16 	10.39 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	12.25 	10.24 	10.99 	16.83 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	13.07 	12.23 	18.69 	19.96 e
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	6.59 	3.37 	10.35 	19.36 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	20.54 	17.27 	23.74 	28.18 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	8.45 	5.31 	16.40 	31.34 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	4.27 	14.44 	9.79 	11.47 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	7.12 	22.61 	10.61 	29.11 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	18.39 	1.20 	8.79 	15.82 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	4.31 	4.73 	17.39 	10.05 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	7.34 	3.94 	7.68 	6.77 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	9.08 	9.08 	9.20 	11.91 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	14.49 u	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	16.58 	7.24 	14.11 	41.95 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	7.56 	3.33 	7.99 	7.94 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.51 	14.05 	7.48 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	17.36 	17.77 	25.70 	24.54 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	7.32 	2.44 	12.68 	16.66 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	44.12 u	57.88 u	19.67 	29.09 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	29.87 	14.95 	22.53 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	0.91 	3.84 	9.08 	7.63 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_NGT,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	1.28 	4.16 	8.07 	12.93 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	23.56 	47.68 	51.02 	81.84 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	20.82 	24.38 	30.30 	39.90 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	17.55 u	51.05 u	107.74 	56.43 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	7.31 	13.90 	15.09 	: 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	12.12 	15.56 	32.47 	46.53 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	26.02 	11.84 	25.54 	17.78 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	29.10 	26.19 	61.12 	43.95 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	25.58 	33.25 	36.53 	32.06 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	26.51 	24.48 	41.74 	44.15 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	50.02 	64.76 	73.35 	51.34 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	165.77 	156.95 	69.05 	25.76 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	26.77 	23.25 	25.57 	38.30 
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	27.41 	25.87 	41.77 	43.61 e
A,TOTAL,N1-3,EU27_2020_FOR,PACK_ARR,AVG_TRP,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	16.52 	5.83 	25.86 	37.81 
